FoodGroup;ProductGroep;Name;Naam;Code
Clinical formulas;Preparaten;Pef Nutrison Multi Fibre per 100 ml;Nutrison Multi Fibre p 100 ml Nutricia;1341
Clinical formulas;Preparaten;Pef Nutrison p 100 ml;Nutrison p 100 ml Nutricia;1030
Clinical formulas;Preparaten;Pef Nutrison Powder Nutricia p 100 ml;Nutrison Powder p 100 ml Nutricia;3008
Clinical formulas;Preparaten;Pef Nutrison Pre per 100 ml;Nutrison Pre p 100 ml Nutricia;1252
Clinical formulas;Preparaten;Pef Nutrison Protein Multi Fib p 100 ml;Nutrison Protein Plus Multi Fib p 100 ml Nutricia;2130
Clinical formulas;Preparaten;Pef Nutrison Protein Plus per 100 ml;Nutrison Protein Plus p 100 ml Nutricia;1683
Clinical formulas;Preparaten;Pef Nutrison Soya p 100 ml;Nutrison Soya p 100 ml Nutricia;1031
Clinical formulas;Preparaten;Pef Oral Impact immunonutrition powder;Oral Impact poeder Novartis;2018
Clinical formulas;Preparaten;Pef Osmolite p 100 ml;Osmolite p 100 ml Abbott;1292
Clinical formulas;Preparaten;Pef Pulmocare p 100 ml Abbott;Pulmocare p 100 ml Abbott;1316
Clinical formulas;Preparaten;Pef Renilon 4.0 p 100 ml;Renilon 4.0 p 100 ml Nutricia;2122
Clinical formulas;Preparaten;Pf Ensure Plus Creme Abbott;Ensure Plus Creme Abbott;2960
Clinical formulas;Preparaten;Pf Nutridrink Fruit p 100 ml Nutricia;Nutridrink Fruit p 100 ml Nutricia;2982
Clinical formulas;Preparaten;Pf Nutridrink Soup p 100 ml Nutricia;Nutridrink Soup p 100 ml Nutricia;2980
Clinical formulas;Preparaten;Polycose powder Abbott;Polycose poeder Abbott;2977
Clinical formulas;Preparaten;Polymeric drink Nutridrink p 100 ml;Nutridrink p 100 ml Nutricia;1246
Clinical formulas;Preparaten;Premature food Friso prematuur p 100 ml;Friso 1 prematuur p 100 ml Friso Kindervoeding;1084
Clinical formulas;Preparaten;Premature food Nenatal 1 per 100 ml;Nenatal 1 p 100 ml Nutricia;2165
Clinical formulas;Preparaten;Premature food Nenatal 1 powder;Nenatal 1 poeder Nutricia;2164
Clinical formulas;Preparaten;Premature food Nenatal Start per 100 ml;Nenatal Start p 100 ml Nutricia;1270
Clinical formulas;Preparaten;Premature food Nenatal Start powder;Nenatal Start poeder Nutricia;1285
Clinical formulas;Preparaten;PreOp drink Nutricia p 100 ml;PreOp p 100 ml Nutricia;2132
Clinical formulas;Preparaten;Preparation Cubitan p 100 ml;Cubitan p 100 ml Nutricia;1996
Clinical formulas;Preparaten;Preparation glucose powder Dextro-M;Glucosepoeder Dextro-M;1065
Clinical formulas;Preparaten;Preparation ORS Orisel per 100 ml;Orisel p 100 ml Nutricia;1068
Clinical formulas;Preparaten;Preparation ORS Orisel-Junior per 100 ml;Orisel-Junior p 100 ml Nutricia;1067
Clinical formulas;Preparaten;Preparation Respifor p 100 ml;Respifor p 100 ml Nutricia;1997
Clinical formulas;Preparaten;Resource instant pap powder;Resource instant pap poeder Novartis;2205
Clinical formulas;Preparaten;Soluble fibre Resource Benefiber powder;Resource Benefiber poeder Novartis;2029
Clinical formulas;Preparaten;Sports drink Isostar Long Energy powder;Isostar Long Energy poeder;1793
Clinical formulas;Preparaten;Sports food Isostar Actifood;Isostar Actifood;2024
Clinical formulas;Preparaten;Sports food Isostar power tabs;Isostar Powertabs;2027
Clinical formulas;Preparaten;Stimulance Multi Fibre Mix;Stimulance Multi Fibre Mix Nutricia;2133
Clinical formulas;Preparaten;Thickened drink Energy Dessert;Resource Energy Dessert Novartis;2197
Clinical formulas;Preparaten;Thickening agent Multi-Thick Abbott;Multi-Thick Abbott;2971
Clinical formulas;Preparaten;Thickening agent pow Nutrilon Nutriton;Nutrilon Nutriton poeder Nutricia;1332
Clinical formulas;Preparaten;Thickening agent powder Nutilis;Nutilis poeder Nutricia;1768
Clinical formulas;Preparaten;Toddler milk BL Dreumesmelk BL powder;Dreumesmelk BL poeder Nestle;2188
Clinical formulas;Preparaten;Toddler milk Dreumesmelk BL p 100 ml;Dreumesmelk BL p 100 ml Nestle;2189
Clinical formulas;Preparaten;Toddler milk vanilla Nestle p 100 ml;Dreumesmelk vanille p 100 ml Nestle;2187
Clinical formulas;Preparaten;Wmf Neocate Advance per 100 ml;Neocate Advance p 100 ml Nutricia;1981
Clinical formulas;Preparaten;Wmf Neocate Advance powder;Neocate Advance poeder Nutricia;1982
Clinical formulas;Preparaten;Wmf Nutrilon 2 per 100 ml;Nutrilon 2 p 100 ml Nutricia;1687
Clinical formulas;Preparaten;Wmf Nutrilon 2 powder;Nutrilon 2 poeder Nutricia;1328
Clinical formulas;Preparaten;Wmf Nutrilon 3 powder;Nutrilon 3 poeder Nutricia;1974
Clinical formulas;Preparaten;Wmf Nutrilon Omneo 2 per 100 ml;Nutrilon Omneo 2 p 100 ml Nutricia;1977
Clinical formulas;Preparaten;Wmf Nutrilon Omneo 2 poeder;Nutrilon Omneo 2 poeder Nutricia;1978
Mixed dishes;Samengestelde gerechten;Brown beans, meat and rice;Bruine bonen met rijst Surinaams;2317
Mixed dishes;Samengestelde gerechten;Casserol Surinam Pom;Ovenschotel m pomtajer Pom Surinaams;2320
Mixed dishes;Samengestelde gerechten;Chicken-curry frozen meal;Kip-kerriesaus/rijst diepvriesmaaltijd;1821
Mixed dishes;Samengestelde gerechten;Chicken-curry ready to eat;Kip-kerriesaus/rijst koelverse maaltijd;1820
Mixed dishes;Samengestelde gerechten;Chilli con carne bean dish;Chili con carne bereid;1595
Mixed dishes;Samengestelde gerechten;Chilli con carne cooled meal;Chili con carne koelverse maaltijd;1822
Mixed dishes;Samengestelde gerechten;Chilli con carne ready made frozen;Chili con carne diepvriesmaaltijd;1823
Mixed dishes;Samengestelde gerechten;Chinese noodle dish Bami goreng frozen;Bami goreng diepvriesmaaltijd;1816
Mixed dishes;Samengestelde gerechten;Chinese noodle dish Bami goreng tinned;Bami goreng blik;368
Mixed dishes;Samengestelde gerechten;Chinese noodle dish Bami goreng wo egg;Bami goreng z ei;470
Mixed dishes;Samengestelde gerechten;Chinese noodles Bami goreng ready to eat;Bami goreng koelverse maaltijd;1815
Mixed dishes;Samengestelde gerechten;Chop-suey Indonesian without rice;Tjap tjoi z rijst;472
Mixed dishes;Samengestelde gerechten;Dish w veg and meat Moksi-alesi Surinam;Groente-vlees schotel Moksi-alesi Surinaams;2321
Mixed dishes;Samengestelde gerechten;Eggplant stuffed dolma patlican Turkish;Aubergine gevuld dolma patlican Turks bereid;1378
Mixed dishes;Samengestelde gerechten;Endive raw with mashed potatoes;Stamppot rauwe andijvie z vlees bereid;1531
Mixed dishes;Samengestelde gerechten;Endive/potatoes/meat fresh cooled meal;Andijvie/aardappelen/vlees koelverse maaltijd;1818
Mixed dishes;Samengestelde gerechten;Endive/potatoes/meat frozen meal;Andijvie/aardappelen/vlees diepvriesmaaltijd;1819
Mixed dishes;Samengestelde gerechten;Foe jung hai filled omelet;Foe yong hai z rijst;473
Mixed dishes;Samengestelde gerechten;Fried rice Nasi goreng frozen/tinned;Nasi goreng blik/diepvries;371
Mixed dishes;Samengestelde gerechten;Fried rice Nasi goreng ready to eat;Nasi goreng koelverse maaltijd;1837
Mixed dishes;Samengestelde gerechten;Fried rice Nasi goreng w egg;Nasi goreng m ei;471
Mixed dishes;Samengestelde gerechten;Gado gado without rice and without egg;Gado gado z rijst en z ei;853
Mixed dishes;Samengestelde gerechten;Goulash;Goulash;788
Mixed dishes;Samengestelde gerechten;Hotchpotch carrots/onions wo meat prep;Stamppot wortel/ui z vlees bereid;1485
Mixed dishes;Samengestelde gerechten;Infant food meal 12 months;Babyvoeding maaltijd 12 mnd;2054
Mixed dishes;Samengestelde gerechten;Infant food meal 15 months;Kindervoeding maaltijd 15 mnd;1279
Mixed dishes;Samengestelde gerechten;Infant food meal 18 months;Kindervoeding maaltijd 18 mnd;1770
Mixed dishes;Samengestelde gerechten;Infant food meal 6 months;Babyvoeding maaltijd 6 mnd;1278
Mixed dishes;Samengestelde gerechten;Infant food meal 8 months;Babyvoeding maaltijd 8 mnd;372
Mixed dishes;Samengestelde gerechten;Kale curly w mashed potato w/o meat prep;Stamppot boerenkool z vlees bereid;1483
Mixed dishes;Samengestelde gerechten;Kale curly w mashed potatoes and sausage;Stamppot boerenkool m worst;647
Mixed dishes;Samengestelde gerechten;Lasagna w meat and sauce frozen;Lasagne m saus en vlees diepvriesmaaltijd;1824
Mixed dishes;Samengestelde gerechten;Lasagna w meat and sauce ready to eat;Lasagne m saus en vlees koelverse maaltijd;1491
Mixed dishes;Samengestelde gerechten;Macaroni w ham&cheese sauce tinned;Macaroni m ham en kaassaus blik;370
Mixed dishes;Samengestelde gerechten;Pancake;Pannenkoek;467
Mixed dishes;Samengestelde gerechten;Pizza salami frozen upprepared;Pizza salami diepvries onbereid;2945
Mixed dishes;Samengestelde gerechten;Pizza w cheese and vegetables frozen;Pizza m kaas en groenten diepvries onbereid;2942
Mixed dishes;Samengestelde gerechten;Pizza w fish frozen unprepared;Pizza m vis diepvries onbereid;2944
Mixed dishes;Samengestelde gerechten;Pizza w ham and pineapple frozen unprep;Pizza hawaii diepvries onbereid;2946
Mixed dishes;Samengestelde gerechten;Pizza w meat frozen unprepared;Pizza m vlees diepvries onbereid;2943
Mixed dishes;Samengestelde gerechten;Pork Chinese style Babi pangang wo rice;Babi pangang z rijst;469
Mixed dishes;Samengestelde gerechten;Quiche with vegetables/cheese/egg;Taart hartige v bladerdeeg m groente/kaas/ei;1533
Mixed dishes;Samengestelde gerechten;Ragout with meat all types;Ragout m vlees;787
Mixed dishes;Samengestelde gerechten;Roti Surinam pancake;Roti;2312
Mixed dishes;Samengestelde gerechten;Roti with potato filling;Roti met aardappelvulling;2318
Mixed dishes;Samengestelde gerechten;Salad egg w potato;Salade ei- maaltijd;2948
Mixed dishes;Samengestelde gerechten;Salad meat m potato;Salade vlees- maaltijd;2950
Mixed dishes;Samengestelde gerechten;Salad Russian;Salade huzaren-;577
Mixed dishes;Samengestelde gerechten;Salad salmon w potato;Salade zalm- maaltijd;2949
Mixed dishes;Samengestelde gerechten;Sauce w yellow split peas Dahl;Saus m gele spilterwten Dahl Surinaams;2319
Mixed dishes;Samengestelde gerechten;Sauerkraut w mash potatoes and sausage;Stamppot zuurkool m worst;1191
Mixed dishes;Samengestelde gerechten;Sauerkraut w mashed potato wo meat prep;Stamppot zuurkool z vlees bereid;1486
Mixed dishes;Samengestelde gerechten;Spaghetti Bolognese frozen;Spaghetti Bolognaise diepvries;646
Mixed dishes;Samengestelde gerechten;Spaghetti w cheese and tom sauce tinned;Spaghetti m kaas en tomatensaus blik;373
Mixed dishes;Samengestelde gerechten;Spring roll fried;Loempia bereid;369
Mixed dishes;Samengestelde gerechten;Stew meat/cabbage/apple/mash potatoes;Jachtschotel rode kool puree diepvries;1189
Mixed dishes;Samengestelde gerechten;Tart w bread base w veg/egg/cheese;Taart hartige v brooddeeg m groente/kaas/ei;1493
Mixed dishes;Samengestelde gerechten;Tortellini boiled;Tortellini gekookt;2347
Mixed dishes;Samengestelde gerechten;Tortellini ready to eat;Tortellini koelverse maaltijd;1817
Mixed dishes;Samengestelde gerechten;Vegetable dish w meat turlu Turkish prep;Groenteschotel m vlees turlu Turks bereid;1377
Soups;Soepen;Soup clear w meat vegetables and noodles;Soep heldere m vlees/vermicelli/groente;762
Soups;Soepen;Soup clear with meat;Soep heldere m vlees;758
Soups;Soepen;Soup clear with meat and noodles;Soep heldere m vermicelli en vlees;760
Soups;Soepen;Soup clear with meat and vegetables;Soep heldere m vlees en groente;761
Soups;Soepen;Soup clear with noodles;Soep heldere m vermicelli;791
Soups;Soepen;Soup clear with vegetables;Soep heldere m groente;759
Soups;Soepen;Soup clear with vegetables and noodles;Soep heldere m vermicelli en groente;757
Soups;Soepen;Soup cup-a-soup prepared;Soep cup-a-soup bereid;2932
Soups;Soepen;Soup legume based dried packet prepared;Soep op peulvruchtenbasis bereid pakje;799
Soups;Soepen;Soup legume based ready made prepared;Soep op peulvruchtenbasis bereid blik;802
Soups;Soepen;Soup lentil dried packet Turkish prep;Soep linzen- Turks bereid pakje;1373
Soups;Soepen;Soup luxury dried packet prepared;Soep luxe bereid pakje;1582
Soups;Soepen;Soup main course canned prepared;Soep maaltijd- bereid blik;803
Soups;Soepen;Soup main course w legumes and meat;Soep maaltijd- m peulvruchten en vlees;766
Soups;Soepen;Soup main course w legumes without meat;Soep maaltijd- m peulvruchten z vlees;765
Soups;Soepen;Soup meat based dried packet prepared;Soep op vleesbasis bereid pakje;798
Soups;Soepen;Soup meat based ready made prepared;Soep op vleesbasis bereid blik/zak;801
Soups;Soepen;Soup noodle prepared;Soep noodle- bereid;2540
Soups;Soepen;Soup tarhana dried packet Turkish prep;Soep tarhana Turks bereid pakje;1374
Soups;Soepen;Soup thickened no filling;Soep gebonden z vulling;2561
Soups;Soepen;Soup thickened w meat;Soep gebonden m vlees;764
Soups;Soepen;Soup thickened w meat and vegetables;Soep gebonden m vlees en groente;792
Soups;Soepen;Soup thickened w vegetables;Soep gebonden m groente;763
Soups;Soepen;Soup vegetable based dried packet prep;Soep op groentebasis bereid pakje;797
Soups;Soepen;Soup vegetable based low sodium prepared;Soep op groentebasis Na- bereid;995
Soups;Soepen;Soup vegetable based tinned prepared;Soep op groentebasis bereid blik/zak;800
Soups;Soepen;Stock from cube prepared;Bouillon van blokje bereid;1528
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Chocolates filled/Belguim chocolate;Bonbon;1508
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;After eight chocolate mints;After eight;2373
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Boiled sweets;Zuurtjes;450
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Boiled sweets sugar free;Zuurtjes suikervrij;2292
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Candybar Bount;Candybar Bount;526
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Candybar KitKat;Candybar KitKat;2595
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Candybar Mars;Candybar Mars;487
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Candybar Milky Wa;Candybar Milky Wa;525
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Candybar Nuts;Candybar Nuts;570
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Candybar Snickers;Candybar Snickers;528
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Candybar Twix;Candybar Twix;845
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Chewing gum;Kauwgom;446
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Chewing gum without sugar;Kauwgom z suiker;447
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Chocolate bar milk with nuts;Chocolade melk- m noten;717
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Chocolate bar milk without sugar;Chocolade melk- z suiker;929
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Chocolate butter;Boter chocolade-;434
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Chocolate confetti averaged;Hagelslag chocolade- gem;1311
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Chocolate confetti milk;Hagelslag chocolade- melk;1962
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Chocolate confetti mix white and plain;Hagelslag chocolade mix wit en puur;2656
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Chocolate confetti plain;Hagelslag chocolade- puur;1963
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Chocolate confetti white;Hagelslag chocolade wit-;2424
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Chocolate flakes average;Vlokken chocolade- gem;2531
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Chocolate flakes milk;Vlokken chocolade- melk;433
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Chocolate flakes plain;Vlokken chocolade- puur;435
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Chocolate liqueurs;Bonbon m likeur;727
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Chocolate milk;Chocolade melk-;431
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Chocolate milk w hazelnuts wo sugar;Chocolade melk- m hazelnoten z suiker;1451
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Chocolate milk w puffed rice;Chocolade melk- m gepofte rijst;2376
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Chocolate plain;Chocolade puur;432
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Chocolate plain w nuts;Chocolade puur m noten;2375
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Chocolate plain without sugar;Chocolade puur z suiker;1450
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Chocolate spread white;Pasta chocolade- wit;2930
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Chocolate white;Chocolade witte;2266
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Coconut bread sweetened sliced;Kokosbrood;449
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Coloured confetti fruit-flavoured;Hagelslag vruchten-;442
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Fondant cream;Borstplaat room-;1507
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Hone;Honing;443
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Jam;Jam;445
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Jam reduced sugar;Jam halfzoet;484
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Jam rose hip;Jam rozenbottel-;457
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Jam without sugar;Jam z suiker;807
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Liquorice allsorts;Drop Engelse;751
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Liquorice Dutch type average;Drop gem;1389
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Liquorice Dutch type double salted;Drop dubbelzoute;521
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Liquorice Dutch type salted;Drop zoute;520
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Liquorice Dutch type sweet;Drop zoete;522
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Liquorice Stophoest;Stophoest;523
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Liquorice sugarfree;Drop suikervrij;2532
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Liquorice w peppermint;Drop m pepermunt;2384
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;M&M's chocolate;M&M's chocolade;524
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;M&M's chocolate with peanuts;M&M's chocolade m pinda's;621
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Maltesers;Maltesers;2530
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Marsh mellows;Marshmellows;750
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Marzipan;Marsepein;1256
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Nougat;Nougat;2386
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Peppermint;Pepermunt;453
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Raisins coated w milkchocolate;Rozijnen omhuld m chocolade melk-;2372
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Sauce chocolate for pudding;Dessertsaus chocolade-;540
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Sauce fruit for pudding;Dessertsaus vruchten-;539
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Sports food energy bar Isostar;Isostar Energy Bar;980
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Spread chocolade plain;Pasta chocolade- puur;444
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Spread chocolate Duo Penotti hazelnut;Pasta Duo Penotti chocolade- hazelnoot;2666
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Spread chocolate hazelnut;Pasta chocolade- hazelnoot;436
